"ORF","Gene","Control Median","Control STD","Control Localization","Repeat 1 Median","Repeat 1 STD","Repeat 1 Localization","Repeat 2 Median","Repeat 2 STD","Repeat 2 Localization","DTT Median","DTT STD","DTT FoldChange","DTT Localization","H2O2 Median","H2O2 STD","H2O2 FoldChange","H2O2 Localization","Starvation Median","Starvation STD","Starvation FoldChange","Starvation Localization","Description"
"YGL227W","VID30",21.97,6.06908799181947,"nucleus,cytosol",24.557811,5.77392980123094,"nucleus,cytosol","19.398951","5.3085507345503","nucleus,cytosol","33.119999999999997","11.27","1.5","nucleus,cytosol","23.41","5.66","1.06","nucleus,cytosol","31.51","4.88","1.43","nucleus,cytosol","Protein involved in proteasome-dependent catabolite degradation of fructose-1,6-bisphosphatase (FBPase); binds FBPase; shifts the balance of nitrogen metabolism toward glutamate production; localizes to the nucleus and the cytoplasm"
"YCR073W-A","SOL2",24.55,7.09517725811645,"cytosol",24.5592785,6.59322398957546,"cytosol","NA","NA","technical problem","NA","NA","NA","cytosol","NA","NA","NA","cytosol","NA","NA","NA","technical problem","Protein with a possible role in tRNA export; shows similarity to 6-phosphogluconolactonase non-catalytic domains but does not exhibit this enzymatic activity; homologous to Sol1p, Sol3p, and Sol4p"
"YPR152C","URN1",24.4,5.6514853194398,"nucleus",24.560208,5.49308809221135,"nucleus","24.246593499999999","5.7575921038517004","nucleus","24.18","9.56","0.99","nucleus","22","3.48","0.9","nucleus","18.98","3.79","0.77","nucleus","Putative protein of unknown function containing WW and FF domains; overexpression causes accumulation of cells in G1 phase"
"YFR031C","SMC2",24.72,6.65531279722189,"nucleus",24.5733775,6.38298000303857,"nucleus","24.886829500000001","6.9070613156812399","nucleus","23.59","9.5500000000000007","0.95","nucleus","27.27","6.18","1.1000000000000001","nucleus","23.48","6.26","0.94","nucleus","Subunit of the condensin complex; essential SMC chromosomal ATPase family member that forms a complex with Smc4p to form the active ATPase; Smc2p/Smc4p complex binds DNA; required for clustering of tRNA genes at the nucleolus"
"YDR349C","YPS7",23.78,4.33406361951875,"cytosol",24.579882,3.80089502353325,"cytosol","22.995901","4.5383830698752403","cytosol","24.25","7.94","1.01","cytosol","24.6","3.41","1.03","cytosol","16.239999999999998","2.46","0.68","cytosol","Putative GPI-anchored aspartic protease, located in the cytoplasm and endoplasmic reticulum"
"YLR005W","SSL1",22.77,5.84970797519474,"nucleus",24.616161,5.70250783808961,"nucleus","20.947089999999999","5.6622576033976504","nucleus","24.91","10.26","1.0900000000000001","nucleus","25.47","5.16","1.1100000000000001","nucleus","19.350000000000001","3.05","0.84","nucleus","Component of the core form of RNA polymerase transcription factor TFIIH, which has both protein kinase and DNA-dependent ATPase/helicase activities and is essential for transcription and nucleotide excision repair; interacts with Tfb4p"
"YLR131C","ACE2",21.84,6.3066943472733,"nucleus",24.622641,5.89042717603882,"nucleus","19.075001","5.8331846259355302","nucleus","21.65","10.86","0.99","nucleus","23.13","4.83","1.05","nucleus","NA","NA","NA","nucleus","Transcription factor that activates expression of early G1-specific genes, localizes to daughter cell nuclei after cytokinesis and delays G1 progression in daughters, localization is regulated by phosphorylation; potential Cdc28p substrate"
"YOL036W","YOL036W",22.12,5.59671097808812,"cytosol",24.632652,3.9465974100423,"cytosol","19.625903000000001","5.99297105228775","cytosol","20.89","6.88","0.94","cytosol","21.65","3.36","0.97","cytosol","17.97","3.13","0.81","cytosol","Protein of unknown function; potential Cdc28p substrate"
"YLR327C","TMA10",41.75,51.7795403321342,"cytosol",24.64143,55.8136853826561,"cytosol","58.865031999999999","46.145660280325302","cytosol","78.91","107.58","1.89","cytosol","45.58","27.7","1.0900000000000001","cytosol","394.8","146.88999999999999","9.4499999999999993","cytosol","Protein of unknown function that associates with ribosomes"
"YKL015W","PUT3",21.52,5.39373434602826,"nucleus",24.6421395,4.4618065393276,"nucleus","18.419160999999999","4.9785735830664803","nucleus","20.32","7.46","0.94","nucleus","24.19","5.34","1.1200000000000001","nucleus","16.88","3.14","0.78","nucleus","Transcriptional activator of proline utilization genes, constitutively binds PUT1 and PUT2 promoter sequences and undergoes a conformational change to form the active state; has a Zn(2)-Cys(6) binuclear cluster domain"
"YPL141C","YPL141C",22.43,5.78417620895204,"cytosol",24.647764,5.83323097401514,"cytosol","20.222123","4.9094287100733798","cytosol","21.34","11.33","0.95","cytosol","21.61","5.51","0.96","cytosol","15.81","2.97","0.7","cytosol","Putative protein kinase; similar to Kin4p; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YPL141C is not an essential gene"
"YBR215W","HPC2",23.49,4.3981425053123,"nucleus",24.654839,5.1212455100775,"nucleus","22.333334000000001","3.5683173664432801","nucleus","22.53","6.63","0.95","nucleus","25.29","4.25","1.07","nucleus","NA","NA","NA","vacuole","Subunit of the HIR complex, a nucleosome assembly complex involved in regulation of histone gene transcription; mutants display synthetic defects with subunits of FACT, a complex that allows passage of RNA Pol II through nucleosomes"
"YPR186C","PZF1",24.46,5.75798315279824,"nucleus",24.659762,5.4914476661373,"nucleus","24.271889000000002","5.9847092388776","nucleus","19.920000000000002","6.17","0.81","nucleus","24.86","4.59","1.01","nucleus","18.03","3.43","0.73","nucleus","Transcription factor IIIA (TFIIIA), essential protein with nine C2H2 Zn-fingers, binds the 5S rRNA gene through the zinc finger domain and directs assembly of a multiprotein initiation complex for RNA polymerase III; also binds DNA"
"YPL014W","YPL014W",23.95,6.70303131441107,"cytosol",24.671377,6.00466180375598,"cytosol","23.239399500000001","6.9209358768240001","cytosol","NA","NA","NA","cytosol","22.12","4.62","0.92","cytosol","31.58","12.13","1.31","cytosol","Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and to the nucleus"
"YDR362C","TFC6",23.69,4.99832618664538,"nucleus",24.70751,5.13948260339778,"nucleus","22.688742000000001","4.7779696056455103","nucleus","24.11","7.38","1.01","nucleus","25.97","6.31","1.0900000000000001","nucleus","19.53","3.34","0.82","nucleus","One of six subunits of RNA polymerase III transcription initiation factor complex (TFIIIC); part of TFIIIC TauB domain that binds BoxB promoter sites of tRNA and other genes; cooperates with Tfc3p in DNA binding; human homolog is TFIIIC-110"
"YNL164C","IBD2",24.43,5.20588544520821,"cytosol",24.711044,5.16033004422207,"cytosol","24.166665999999999","5.2184665745562997","cytosol","NA","NA","NA","cytosol","23.84","4.58","0.97","cytosol","26.96","5.6","1.1000000000000001","cytosol","Component of the BUB2-dependent spindle checkpoint pathway, interacts with Bfa1p and functions upstream of Bub2p and Bfa1p"
"YLR420W","URA4",22,5.47772451596298,"cytosol",24.7204915,6.65090303435515,"cytosol","19.285","3.9634896132568098","cytosol","16.77","5.77","0.76","cytosol","19.760000000000002","3.92","0.89","cytosol","NA","NA","NA","cytosol","Dihydroorotase, catalyzes the third enzymatic step in the de novo biosynthesis of pyrimidines, converting carbamoyl-L-aspartate into dihydroorotate"
"YJR082C","EAF6",24.6,5.50389277788465,"nucleus",24.7254295,5.91373284847806,"nucleus","24.491154000000002","4.9610445288292198","nucleus","23.11","6.84","0.93","nucleus","24.05","4.91","0.97","nucleus","23.31","4.03","0.94","nucleus","Subunit of the NuA4 acetyltransferase complex that acetylates histone H4 and NuA3 acetyltransferase complex that acetylates histone H3"
"YNL283C","WSC2",25.21,7.83234486151867,"cell periphery",24.728813,7.90536857950688,"cell periphery","25.708722999999999","7.7555673403098799","cell periphery","20.41","21.31","0.8","cell periphery","23.15","4.8499999999999996","0.91","cell periphery","20.34","6.43","0.8","cell periphery","Partially redundant sensor-transducer of the stress-activated PKC1-MPK1 signaling pathway involved in maintenance of cell wall integrity and recovery from heat shock; secretory pathway Wsc2p is required for the arrest of secretion response"
"YDR128W","MTC5",23.55,5.15646662912648,"vacuole membrane",24.7332265,4.91294168145238,"vacuole membrane","22.371428999999999","5.1151165426932801","vacuole membrane","NA","NA","NA","technical problem","28.98","4.3499999999999996","1.23","vacuole membrane","24.24","7.97","1.02","vacuole membrane","Protein of unknown function; mtc5 is synthetically sick with cdc13-1"
"YDR325W","YCG1",23.54,5.47132640223755,"nucleus",24.744274,4.82556339412644,"nucleus","22.368369999999999","6.0406481767310396","nucleus","22.51","6.69","0.95","nucleus","27.35","6.14","1.1599999999999999","nucleus","24.68","7.88","1.04","nucleus","Subunit of the condensin complex; required for establishment and maintenance of chromosome condensation, chromosome segregation and chromatin binding of the condensin complex; required for clustering of tRNA genes at the nucleolus"
"YGR068C","ART5",23.77,5.30892416512803,"cytosol",24.746269,5.42777400605997,"cytosol","22.819355000000002","5.0200828254320298","cytosol","23.48","7.09","0.98","cytosol","24.74","4.96","1.04","cytosol","19.71","4.41","0.82","cytosol","Protein proposed to regulate the endocytosis of plasma membrane proteins by recruiting the ubiquitin ligase Rsp5p to its target in the plasma membrane"
"YLR191W","PEX13",23.58,7.0486141591478,"punctate",24.7639325,6.72543077346687,"punctate","22.407346499999999","7.1893163569294201","punctate","23.75","6.65","1","punctate","20.75","4.3899999999999997","0.88","punctate","20.87","6.6","0.88","punctate","Integral peroxisomal membrane required for the translocation of peroxisomal matrix proteins, interacts with the PTS1 signal recognition factor Pex5p and the PTS2 signal recognition factor Pex7p, forms a complex with Pex14p and Pex17p"
"YJL209W","CBP1",24.04,5.30344688572073,"mitochondria",24.769911,6.13972026369876,"mitochondria","23.336586","5.1484708022986103","mitochondria","24.26","6.62","1","mitochondria","26.7","4.1900000000000004","1.1100000000000001","mitochondria","19.37","3.32","0.8","mitochondria","Mitochondrial protein that interacts with the 5'-untranslated region of the COB mRNA and has a role in its stability and translation; found in a complex at the inner membrane along with Pet309p"
"YDR532C","YDR532C",23.99,6.6029972529863,"punctate",24.784883,7.56115071334205,"punctate","23.209016999999999","5.3589173196080999","punctate","21.6","5.82","0.9","punctate","23.66","4.0999999999999996","0.98","punctate","40.159999999999997","10.08","1.67","punctate","Subunit of a kinetochore-microtubule binding complex with Spc105p that bridges centromeric heterochromatin and kinetochore MAPs and motors, and is also required for sister chromatid bi-orientation and kinetochore binding of SAC components"
"YFR014C","CMK1",26.56,7.07067870942114,"cytosol",24.799988,6.8701780369709,"cytosol","28.345161000000001","6.8728321039423399","cytosol","35.99","12.83","1.35","cytosol","35.74","6.36","1.34","cytosol","42.06","7.85","1.58","cytosol","Calmodulin-dependent protein kinase; may play a role in stress response, many CA++/calmodulan dependent phosphorylation substrates demonstrated in vitro, amino acid sequence similar to Cmk2p and mammalian Cam Kinase II"
"YGL155W","CDC43",22.8,5.89587901836357,"cytosol",24.8006665,6.52005542960172,"cytosol","20.812581000000002","5.1113038017166597","cytosol","19.22","6.8","0.84","cytosol","25.17","5.3","1.1000000000000001","cytosol","36.58","7.86","1.6","cytosol","Beta subunit of geranylgeranyltransferase type I, catalyzes geranylgeranylation to the cysteine residue in proteins containing a C-terminal CaaX sequence ending in Leu or Phe; has substrates important for morphogenesis"
"YHL016C","DUR3",23.77,8.55922568867575,"cytosol",24.803774,9.25319073646692,"cytosol","22.741647","7.9510085954779299","cytosol","15.66","6.52","0.65","cytosol","17.7","5.01","0.74","cytosol","NA","NA","NA","vacuole,cell periphery","Plasma membrane transporter for both urea and polyamines, expression is highly sensitive to nitrogen catabolite repression and induced by allophanate, the last intermediate of the allantoin degradative pathway"
"YML101C","CUE4",26.37,7.35385658990967,"ER",24.810757,7.53720217550867,"ER","27.9418945","7.0383658499154498","ER","24.81","9.19","0.94","ER","33.33","8.35","1.26","ER","19.559999999999999","5.13","0.74","ER","Protein of unknown function; has a CUE domain that binds ubiquitin, which may facilitate intramolecular monoubiquitination"
"YPL104W","MSD1",24.71,5.92823473145884,"mitochondria",24.8549505,5.93617214507053,"mitochondria","24.576739","5.9301796590723104","mitochondria","27.99","14.01","1.1299999999999999","mitochondria","25.52","5.87","1.03","mitochondria","23.38","3.84","0.94","mitochondria","Mitochondrial aspartyl-tRNA synthetase, required for acylation of aspartyl-tRNA; yeast and bacterial aspartyl-, asparaginyl-, and lysyl-tRNA synthetases contain regions with high sequence similarity, suggesting a common ancestral gene"
"YIL002C","INP51",22.22,5.22344843290109,"cytosol",24.905264,5.12664282026615,"cytosol","19.566205","3.6156217659596099","cytosol","23.25","9.1999999999999993","1.04","cytosol","21.84","5.05","0.98","cytosol","22.51","4.0999999999999996","1.01","cytosol","Phosphatidylinositol 4,5-bisphosphate 5-phosphatase, synaptojanin-like protein with an N-terminal Sac1 domain, plays a role in phosphatidylinositol 4,5-bisphosphate homeostasis and in endocytosis; null mutation confers cold-tolerant growth"
"YDR210W","YDR210W",25.57,8.12946786495879,"cell periphery",24.9111795,8.24901898114148,"cell periphery","26.231527","8.0607187509692899","cell periphery","48.93","22.49","1.91","cell periphery","28.4","5.91","1.1100000000000001","cell periphery","29.81","5.94","1.1599999999999999","cell periphery","Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery"
"YDR539W","YDR539W",24.76,8.32502604735621,"cytosol",24.9349395,7.2496900480749,"cytosol","24.608937999999998","9.0783927349392108","cytosol","31.64","18.170000000000002","1.27","cytosol","26.73","6.17","1.07","cytosol","NA","NA","NA","nucleus","Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YDR539W is not an essential gene; homolog of E. coli UbiD"
"YEL053C","MAK10",23.84,5.77150383100221,"cytosol",24.9439155,5.12144657925749,"cytosol","22.745504499999999","5.8419031725014898","cytosol","29.74","9.93","1.24","cytosol","29.59","6.24","1.24","cytosol","21.01","3.86","0.88","cytosol","Non-catalytic subunit of N-terminal acetyltransferase of the NatC type, required for replication of dsRNA virus; expression is glucose-repressible"
"YCL029C","BIK1",24.93,5.99877346828374,"punctate",24.946768,4.18206550838601,"punctate","24.939394","6.70332535149773","punctate","22.53","9.81","0.9","punctate","26.45","4.4400000000000004","1.06","punctate","18.86","2.6","0.75","punctate","Microtubule-associated protein, component of the interface between microtubules and kinetochore, involved in sister chromatid separation; essential in polyploid cells but not in haploid or diploid cells; ortholog of mammalian CLIP-170"
"YOR043W","WHI2",28.33,7.33092193368145,"cell periphery",24.9608925,4.76938179572954,"cell periphery","31.715789999999998","7.1069259363273902","cell periphery","28.27","9.99","0.99","cell periphery","28.8","5.53","1.01","cell periphery","44.87","5.44","1.58","cell periphery","Protein required, with binding partner Psr1p, for full activation of the general stress response, possibly through Msn2p dephosphorylation; regulates growth during the diauxic shift; negative regulator of G1 cyclin expression"
"YGR134W","CAF130",23.91,5.94614471851671,"cytosol",24.990614,7.01832136156514,"cytosol","22.844035999999999","3.8217938989233202","cytosol","24.34","12.14","1.01","cytosol","26.19","3.82","1.0900000000000001","cytosol","19.2","4.2300000000000004","0.8","cytosol","Part of the evolutionarily-conserved CCR4-NOT transcriptional regulatory complex involved in controlling mRNA initiation, elongation, and degradation"
"YGR277C","CAB4",23.45,5.86606134916364,"cytosol",24.991453,5.67099569684652,"cytosol","21.912001","5.5918356015960802","cytosol","28.68","7.47","1.22","cytosol","29.46","4.6100000000000003","1.25","cytosol","31.18","6","1.32","cytosol","Probable pantetheine-phosphate adenylyltransferase (PPAT), which catalyzes the fourth step in the biosynthesis of coenzyme A from pantothenate; null mutant lethality is complemented by E. coli coaD (encoding PPAT); widely conserved"
"YJR055W","HIT1",24.12,5.84338257448627,"nucleus",25,6.07513689819397,"nucleus","23.255320000000001","5.0000519969038297","nucleus","24.01","7.35","0.99","nucleus","23.07","4.9800000000000004","0.95","nucleus","24.13","3.9","1","nucleus","Protein of unknown function, required for growth at high temperature"
"YCR015C","YCR015C",21.01,6.30197626412602,"cytosol",25.007067,5.40382329487331,"cytosol","17.027971000000001","4.79291444455622","below threshold","20.59","6.1","0.97","cytosol","23.54","4.1900000000000004","1.1200000000000001","cytosol","27.9","7.82","1.32","cytosol","Putative protein of unknown function; YCR015C is not an essential gene"
"YIL109C","SEC24",24.91,6.60261492805917,"ER",25.0198975,6.47540498489651,"ER","24.818511999999998","6.7724594601662602","ER","19.54","6.53","0.78","ER","22.56","5.46","0.9","ER","16.57","3.93","0.66","ER","Component of the Sec23p-Sec24p heterodimer of the COPII vesicle coat, required for cargo selection during vesicle formation in ER to Golgi transport; homologous to Sfb2p and Sfb3p"
"YMR223W","UBP8",25.29,5.52365847204747,"nucleus",25.0279905,5.47999538172023,"nucleus","25.584157999999999","5.5758238997631997","nucleus","22.88","9.68","0.9","nucleus","22.43","4.75","0.88","nucleus","25.52","7.53","1","nucleus","Ubiquitin-specific protease that is a component of the SAGA (Spt-Ada-Gcn5-Acetyltransferase) acetylation complex; required for SAGA-mediated deubiquitination of histone H2B"
"YJR085C","YJR085C",25.75,6.39347828173055,"mitochondria",25.0303295,6.11853924856249,"mitochondria","26.481191500000001","6.6635779652365601","mitochondria","32.21","13.84","1.25","mitochondria","29.56","6.12","1.1399999999999999","mitochondria","32.840000000000003","5.47","1.27","mitochondria","Putative protein of unknown function; GFP-fusion protein is induced in response to the DNA-damaging agent MMS; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"
"YGR120C","COG2",23.48,6.00082417124647,"punctate",25.0757255,6.72086084587218,"punctate","21.902097999999999","5.2913585907194296","punctate","24.28","6.43","1.03","punctate","19.13","3.83","0.81","punctate","24.84","5.38","1.05","punctate","Essential component of the conserved oligomeric Golgi complex (Cog1p through Cog8p), a cytosolic tethering complex that functions in protein trafficking to mediate fusion of transport vesicles to Golgi compartments"
"YKL049C","CSE4",23.25,5.19724623798409,"nucleus",25.080819,6.05678771585504,"nucleus","21.439336000000001","4.8885365287730904","nucleus","23.81","9.9499999999999993","1.02","nucleus","28.5","6.21","1.22","nucleus","17.97","6.49","0.77","nucleus","Centromere protein that resembles histone H3, required for proper kinetochore function; homolog of human CENP-A"
"YDR110W","FOB1",25.29,5.86408206854554,"nucleolus",25.085,5.50123063956926,"nucleolus","25.503039999999999","6.0963670533422798","nucleolus","27.14","6.85","1.07","nucleolus","24.97","5.85","0.98","nucleolus","23.47","5.47","0.92","nucleolus","Nucleolar protein that binds the rDNA replication fork barrier (RFB) site; required for replication fork blocking, recombinational hotspot activity, condensin recruitment to RFB and rDNA repeat segregation; related to retroviral integrases"
"YGR219W","YGR219W",25.68,5.54217160480593,"nucleus",25.1021605,5.5446260321449,"nucleus","26.278846999999999","5.5171185566476701","nucleus","21.84","6.44","0.85","nucleus","24.94","5","0.97","nucleus","23.37","5.0199999999999996","0.9","nucleus","Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF MRPL9/YGR220C"
"YKR021W","ALY1",22.77,4.96452129650154,"cytosol",25.102226,4.57363838688771,"cytosol","20.458776499999999","4.2205966744730299","cytosol","24.6","8.77","1.08","cytosol","22.6","5.01","0.99","cytosol","NA","NA","NA","punctate","Protein proposed to regulate the endocytosis of plasma membrane proteins by recruiting the ubiquitin ligase Rsp5p to its target in the plasma membrane; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm"
"YLR290C","YLR290C",23.72,6.75047542715478,"mitochondria",25.105263,5.68511082270818,"mitochondria","22.349087000000001","6.9529432748225197","mitochondria","28.97","11.95","1.22","mitochondria","23.61","3.88","0.99","mitochondria","31.71","4.71","1.33","mitochondria","Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; YLR290C is not an essential gene"
"YDR122W","KIN1",24.89,7.00004912643214,"cytosol",25.120479,6.80994353814183,"cytosol","24.670411999999999","7.0876494682190003","cytosol","28.86","7.61","1.1499999999999999","cytosol","29.46","6.38","1.18","cytosol","NA","NA","NA","punctate","Serine/threonine protein kinase involved in regulation of exocytosis; localizes to the cytoplasmic face of the plasma membrane; closely related to Kin2p"
"YNR040W","YNR040W",24.68,6.23998777331788,"mitochondria",25.125,6.02461286783665,"mitochondria","24.251045000000001","6.5514630619816998","mitochondria","31.17","13.2","1.26","mitochondria","25.18","5.93","1.02","mitochondria","21.03","4.42","0.85","mitochondria","Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"
"YHR198C","AIM18",22.12,5.67008987123162,"mitochondria",25.145464,5.17364754400551,"mitochondria","19.10173","4.0117757946796502","mitochondria","22.01","6.13","0.99","mitochondria","20.68","4.53","0.93","mitochondria","18.55","3.47","0.83","mitochondria","Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; null mutant displays elevated frequency of mitochondrial genome loss"
"YCR037C","PHO87",25.5,6.50424718936352,"ER",25.1527435,6.69938027232862,"ER","25.862007500000001","6.2932363397998898","ER","19.23","6.37","0.75","ER","20.100000000000001","5.45","0.78","ER","16.75","3.67","0.65","ER","Low-affinity inorganic phosphate (Pi) transporter, involved in activation of PHO pathway; expression is independent of Pi concentration and Pho4p activity; contains 12 membrane-spanning segments"
"YGR126W","YGR126W",28.34,6.2512934219396,"nucleus",25.15304,6.15852152520914,"nucleus","31.545916500000001","4.1450217042169104","nucleus","34.590000000000003","14.29","1.22","nucleus","24.24","5.61","0.85","nucleus","43.51","6.32","1.53","nucleus","Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus and is induced in response to the DNA-damaging agent MMS"
"YGL219C","MDM34",23.66,5.88790949586406,"punctate",25.163523,5.9142019309137,"punctate","22.16","5.2871848772317804","punctate","24.58","9.36","1.03","punctate","27.7","4.25","1.17","punctate","18.149999999999999","3.37","0.76","punctate","Mitochondrial component of the ERMES complex that links the ER to mitochondria and may promote inter-organellar calcium and phospholipid exchange as well as coordinating mitochondrial DNA replication and growth"
"YNL317W","PFS2",26.24,5.72348607595125,"nucleus",25.1670915,5.5666659245053,"nucleus","27.322083500000002","5.6327780060482198","nucleus","27.12","9.31","1.03","nucleus","23.78","4.33","0.9","nucleus","25.13","3.21","0.95","nucleus","Integral subunit of the pre-mRNA cleavage and polyadenylation factor (CPF) complex; plays an essential role in mRNA 3'-end formation by bridging different processing factors and thereby promoting the assembly of the processing complex"
"YDR180W","SCC2",23.77,4.99805922483882,"nucleus",25.170218,5.43939231959664,"nucleus","22.375152499999999","3.7718562354468999","nucleus","18.47","7.36","0.77","nucleus","23.11","5.01","0.97","nucleus","17.739999999999998","2.81","0.74","nucleus","Subunit of cohesin loading factor (Scc2p-Scc4p), a complex required for loading of cohesin complexes onto chromosomes; involved in establishing sister chromatid cohesion during DSB repair via histone H2AX; evolutionarily-conserved adherin"
"YOL081W","IRA2",25.37,5.32195564817801,"cytosol",25.1887385,4.76828164996832,"cytosol","25.574074","5.7519464305010999","cytosol","26.19","8.06","1.03","cytosol","23.54","4.79","0.92","cytosol","28.38","4.45","1.1100000000000001","cytosol","GTPase-activating protein that negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form, required for reducing cAMP levels under nutrient limiting conditions, has similarity to Ira1p and human neurofibromin"
"YGR179C","OKP1",22.64,5.92985130344423,"punctate",25.191223,5.91548411858791,"punctate","20.092783000000001","5.06321842929587","punctate","24.21","8.33","1.06","punctate","23.33","3.98","1.03","punctate","21.72","4.75","0.95","punctate","Outer kinetochore protein, required for accurate mitotic chromosome segregation; component of the kinetochore sub-complex COMA (Ctf19p, Okp1p, Mcm21p, Ame1p) that functions as a platform for kinetochore assembly"
"YOL071W","EMI5",27.35,7.66739102441729,"mitochondria",25.193693,6.35614485834424,"mitochondria","29.510073999999999","9.1682747430253908","mitochondria","34.78","14.01","1.27","mitochondria","26.78","6.31","0.97","mitochondria","44.82","9.41","1.63","mitochondria","Subunit of succinate dehydrogenase, which couples succinate oxidation to ubiquinone reduction; required for FAD cofactor attachment to Sdh1p; mutations in human ortholog PGL2 are associated with neuroendocrine tumors (paraganglioma)"
"YLR382C","NAM2",22.13,7.80146937858326,"mitochondria",25.196262,7.81633055975654,"mitochondria","19.074538","6.26626849225896","mitochondria","19.68","10.93","0.88","mitochondria","19.79","5.34","0.89","mitochondria","19.66","4.95","0.88","mitochondria","Mitochondrial leucyl-tRNA synthetase, also has a direct role in splicing of several mitochondrial group I introns; indirectly required for mitochondrial genome maintenance"
"YNL106C","INP52",24.6,6.94494296720265,"punctate",25.2017325,7.00656417247086,"punctate","24.009288999999999","6.7955830330322398","punctate","22.54","9.06","0.91","punctate","26.75","4.7699999999999996","1.08","punctate","22.19","5.14","0.9","punctate","Polyphosphatidylinositol phosphatase, dephosphorylates a number of phosphatidylinositols (PIs) to PI; involved in endocytosis; hyperosmotic stress causes translocation to actin patches; synaptojanin-like protein with a Sac1 domain"
"YJL147C","YJL147C",23.74,6.55251994152681,"mitochondria",25.202529,6.85770069039704,"mitochondria","22.2946785","5.6670156348142298","mitochondria","18.25","5.77","0.76","mitochondria","21.83","4.7300000000000004","0.91","mitochondria","26.47","12","1.1100000000000001","mitochondria","Mitochondrial protein of unknown function; homozygous diploid deletion strain has a sporulation defect characterized by elevated dityrosine in the soluble fraction; expression induced by calcium shortage; YJL147W is a non-essential gene"
"YGL140C","YGL140C",25.64,6.35103880140232,"cytosol",25.2071915,7.07323076176578,"cytosol","26.092165000000001","5.5378431601188698","cytosol","25.18","7.7","0.98","cytosol","28.45","6.04","1.1000000000000001","cytosol","28.34","6.03","1.1000000000000001","cytosol","Putative protein of unknown function; non-essential gene; contains multiple predicted transmembrane domains"
"YNR028W","CPR8",23.78,6.25401052214111,"vacuole",25.217246,6.36835811708039,"vacuole","22.367996999999999","5.8201213083054304","vacuole","20.6","7.78","0.86","vacuole","21.58","3.1","0.9","vacuole","20.22","7.73","0.85","vacuole","Peptidyl-prolyl cis-trans isomerase (cyclophilin), catalyzes the cis-trans isomerization of peptide bonds N-terminal to proline residues; similarity to Cpr4p suggests a potential role in the secretory pathway"
"YHR144C","DCD1",22.44,5.61082412932613,"cytosol",25.22353,4.92835446993846,"cytosol","19.660410500000001","5.3536199806465596","cytosol","20.11","5.98","0.89","cytosol","20.96","3.07","0.93","cytosol","15.76","2.15","0.7","cytosol","Deoxycytidine monophosphate (dCMP) deaminase required for dCTP and dTTP synthesis; expression is NOT cell cycle regulated"
"YDR528W","HLR1",22.55,6.36533190529412,"cytosol",25.2386655,6.3254794080805,"cytosol","19.881819","4.9236726473883499","cytosol","25.97","9.18","1.1499999999999999","cytosol","19.920000000000002","3.46","0.88","cytosol","15","2.4300000000000002","0.66","cytosol","Protein involved in regulation of cell wall composition and integrity and response to osmotic stress; overproduction suppresses a lysis sensitive PKC mutation; similar to Lre1p, which functions antagonistically to protein kinase A"
"YLR375W","STP3",23.38,5.58488267935263,"nucleus",25.253969,5.72426081964502,"nucleus","21.514374499999999","4.6521310022854099","nucleus","24.4","6.77","1.04","nucleus","23.47","4.2699999999999996","1","nucleus","23.19","7.35","0.99","nucleus","Zinc-finger protein of unknown function, possibly involved in pre-tRNA splicing and in uptake of branched-chain amino acids"
"YGL093W","SPC105",23.12,4.93183860790206,"punctate",25.263565,4.54522650767671,"punctate","20.995283000000001","4.6640434785186597","punctate","23.07","6.71","0.99","punctate","21.81","5.62","0.94","punctate","20.260000000000002","5.21","0.87","punctate","Subunit of a kinetochore-microtubule binding complex with Kre28p that bridges centromeric heterochromatin and kinetochore MAPs and motors; required for sister chromatid bi-orientation and kinetochore binding of SAC components"
"YBL097W","BRN1",23.72,5.82107825145942,"nucleus",25.264738,5.88127812699647,"nucleus","22.1875","5.5864777573113198","nucleus","25.54","8.25","1.07","nucleus","28.15","4.71","1.18","nucleus","NA","NA","NA","punctate,nucleus","Subunit of the condensin complex; required for chromosome condensation and for clustering of tRNA genes at the nucleolus; may influence multiple aspects of chromosome transmission"
"YMR316W","DIA1",20.9,5.65736797945227,"cytosol",25.266054,5.48885853441699,"cytosol","16.552845000000001","4.6456482668265098","below threshold","89.03","28.97","4.25","cytosol","23.33","5.53","1.1100000000000001","cytosol","52.29","13.7","2.5","cytosol","Protein of unknown function, involved in invasive and pseudohyphal growth; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern"
